geoid,name,median_income,median_age,total_pop
95661,ZCTA5 95661,86823,41.6,31315
95670,ZCTA5 95670,67015,36.7,55558
95683,ZCTA5 95683,108338,50.1,6326
95688,ZCTA5 95688,94863,39.1,37260
95701,ZCTA5 95701,83958,59,915
95715,ZCTA5 95715,NA,46.8,104
95721,ZCTA5 95721,NA,NA,0
95736,ZCTA5 95736,56786,24.9,289
95776,ZCTA5 95776,81184,33.4,23911
95814,ZCTA5 95814,33938,34,11908
95832,ZCTA5 95832,47341,29.7,12114
95837,ZCTA5 95837,219063,47.3,300
95612,ZCTA5 95612,95000,36.1,1321
95614,ZCTA5 95614,99529,50.6,4359
95636,ZCTA5 95636,50757,56,1195
95675,ZCTA5 95675,40670,46.4,566
95685,ZCTA5 95685,57420,50.7,4665
95687,ZCTA5 95687,86056,37.8,69060
95722,ZCTA5 95722,94071,52.1,5123
95735,ZCTA5 95735,154375,47.5,12
95747,ZCTA5 95747,105431,39.5,66931
95820,ZCTA5 95820,51068,35.1,36437
95827,ZCTA5 95827,59115,35.2,20666
95903,ZCTA5 95903,49750,22,1653
95916,ZCTA5 95916,33942,56.4,1359
95941,ZCTA5 95941,55870,62.7,775
95945,ZCTA5 95945,48648,49.5,25381
95954,ZCTA5 95954,51263,49.1,12371
95962,ZCTA5 95962,NA,44,1324
95969,ZCTA5 95969,51625,50.8,23572
95971,ZCTA5 95971,53568,45.6,5924
95975,ZCTA5 95975,69082,59.3,1877
95977,ZCTA5 95977,50536,36.8,1488
95986,ZCTA5 95986,60714,70.5,56
95002,ZCTA5 95002,95875,31.7,2348
95006,ZCTA5 95006,102583,47.8,9632
95019,ZCTA5 95019,47025,33.9,7368
95119,ZCTA5 95119,126860,40.4,10027
95127,ZCTA5 95127,98692,35.7,66256
95128,ZCTA5 95128,93455,36.7,36975
90230,ZCTA5 90230,85524,40.4,32687
90249,ZCTA5 90249,60669,41.2,26429
90272,ZCTA5 90272,192500,47.7,21629
90291,ZCTA5 90291,99652,38.5,26950
90303,ZCTA5 90303,55897,33.4,24374
90403,ZCTA5 90403,107420,41.3,23902
90502,ZCTA5 90502,73826,42.7,17778
90603,ZCTA5 90603,103535,39.6,21584
90604,ZCTA5 90604,74944,35.2,42911
90007,ZCTA5 90007,27406,24.3,42433
90015,ZCTA5 90015,43890,31.9,22651
90003,ZCTA5 90003,40598,28.3,73730
90020,ZCTA5 90020,49068,34.4,39189
90023,ZCTA5 90023,42972,31.4,46680
90027,ZCTA5 90027,66947,38.1,44770
90039,ZCTA5 90039,90538,39.2,29510
90045,ZCTA5 90045,104578,35.1,40567
90046,ZCTA5 90046,72266,38.2,50900
90077,ZCTA5 90077,209531,48.5,8382
90260,ZCTA5 90260,65340,35.9,34827
90262,ZCTA5 90262,52313,30,70536
90263,ZCTA5 90263,NA,19.8,1838
90278,ZCTA5 90278,116783,39.7,40252
90211,ZCTA5 90211,86437,42.2,8019
90056,ZCTA5 90056,92656,49.3,7649
90058,ZCTA5 90058,21964,22.7,2718
90062,ZCTA5 90062,49443,34.6,35916
90220,ZCTA5 90220,57074,31.7,52817
90222,ZCTA5 90222,49894,29.1,33200
90255,ZCTA5 90255,44962,32.6,75019
90265,ZCTA5 90265,152378,50.9,17954
90266,ZCTA5 90266,153023,44,35500
90292,ZCTA5 90292,114726,39.6,23549
90304,ZCTA5 90304,49120,30.2,25946
90505,ZCTA5 90505,99764,41.9,37220
90621,ZCTA5 90621,67650,35.7,35598
90640,ZCTA5 90640,56009,36.1,62730
90650,ZCTA5 90650,70667,34.9,105304
90002,ZCTA5 90002,37285,28,53302
90005,ZCTA5 90005,38491,35.6,39732
90011,ZCTA5 90011,40940,28.7,111165
90014,ZCTA5 90014,40641,41.7,8688
90026,ZCTA5 90026,65269,34.7,68906
90033,ZCTA5 90033,38266,31.1,49155
90038,ZCTA5 90038,47116,33.9,28580
90040,ZCTA5 90040,47120,35.3,12328
90044,ZCTA5 90044,35981,31.6,99443
90808,ZCTA5 90808,110625,42.4,39330
90680,ZCTA5 90680,59220,35.4,30531
90701,ZCTA5 90701,67765,38.3,16801
90802,ZCTA5 90802,54616,36.4,38962
90805,ZCTA5 90805,50914,31.2,95995
90004,ZCTA5 90004,49675,35.2,60541
95514,ZCTA5 95514,60972,31,140
95550,ZCTA5 95550,100435,45.4,94
95567,ZCTA5 95567,57266,49.3,1802
95602,ZCTA5 95602,82397,54.7,17557
95603,ZCTA5 95603,68257,47.7,29474
95628,ZCTA5 95628,86181,45.4,40855
93927,ZCTA5 93927,58766,27.6,18812
93035,ZCTA5 93035,92109,41.9,29354
93067,ZCTA5 93067,48828,60,410
93203,ZCTA5 93203,38985,25.4,22662
93060,ZCTA5 93060,62789,32.7,33773
93065,ZCTA5 93065,101102,40,71832
94553,ZCTA5 94553,103728,41.6,49784
94602,ZCTA5 94602,95479,42,30162
94608,ZCTA5 94608,87517,35.5,31013
94609,ZCTA5 94609,86750,34.6,23726
94922,ZCTA5 94922,110845,38.6,1075
94931,ZCTA5 94931,80186,38.2,8926
93066,ZCTA5 93066,106875,46.3,3220
93105,ZCTA5 93105,94556,46.4,28545
93208,ZCTA5 93208,2499,26.8,106
93215,ZCTA5 93215,43520,30.6,54958
93219,ZCTA5 93219,32278,28.6,10285
93225,ZCTA5 93225,45818,50.5,4782
93210,ZCTA5 93210,61038,32.3,18336
93243,ZCTA5 93243,44219,42.2,1532
93250,ZCTA5 93250,36299,26.7,16191
93257,ZCTA5 93257,43893,31.4,76519
93262,ZCTA5 93262,NA,32.5,53
93615,ZCTA5 93615,43380,26.3,6347
93620,ZCTA5 93620,45014,31.5,8906
93622,ZCTA5 93622,39290,28.6,10335
93645,ZCTA5 93645,NA,48,148
93650,ZCTA5 93650,35440,38.2,3173
93512,ZCTA5 93512,40735,52.5,328
93516,ZCTA5 93516,49318,38.2,2244
93523,ZCTA5 93523,62760,27.7,3556
93527,ZCTA5 93527,68421,56.9,1559
93531,ZCTA5 93531,139167,50.7,338
93534,ZCTA5 93534,41537,33.2,39367
93553,ZCTA5 93553,51630,52.1,1709
93554,ZCTA5 93554,20865,73.6,125
93666,ZCTA5 93666,28750,21.9,866
93675,ZCTA5 93675,73151,43.5,3905
93721,ZCTA5 93721,28529,33.2,7650
93722,ZCTA5 93722,59028,30.9,84621
93901,ZCTA5 93901,64678,34.4,28194
93920,ZCTA5 93920,57353,35.3,1545
93950,ZCTA5 93950,88326,48.9,15547
93239,ZCTA5 93239,55082,31.7,1246
93241,ZCTA5 93241,41563,27.2,16397
93255,ZCTA5 93255,32569,60.6,691
93256,ZCTA5 93256,33807,29.5,5431
93280,ZCTA5 93280,39429,29.8,28138
93301,ZCTA5 93301,33324,30.2,12325
93437,ZCTA5 93437,69911,23.4,3387
93445,ZCTA5 93445,69274,38.8,7106
93442,ZCTA5 93442,70580,50.7,10917
93444,ZCTA5 93444,87087,44.3,21331
93453,ZCTA5 93453,50675,55.6,2578
93463,ZCTA5 93463,97347,47.8,7911
93514,ZCTA5 93514,63849,45.9,14175
93529,ZCTA5 93529,NA,66.9,390
93541,ZCTA5 93541,NA,53.3,244
93549,ZCTA5 93549,59688,54.1,293
93562,ZCTA5 93562,37176,39.8,1771
93268,ZCTA5 93268,39517,29.8,18731
93271,ZCTA5 93271,72188,56,2479
93954,ZCTA5 93954,56818,26.7,551
93955,ZCTA5 93955,63832,32.8,34566
93960,ZCTA5 93960,63604,35.9,26966
91354,ZCTA5 91354,128308,37.6,32544
91010,ZCTA5 91010,74738,40.7,26380
91203,ZCTA5 91203,61071,37.5,15410
91340,ZCTA5 91340,57398,33.8,36156
91362,ZCTA5 91362,117566,45.9,36604
91364,ZCTA5 91364,106225,43.6,27971
94946,ZCTA5 94946,140625,57.8,658
94950,ZCTA5 94950,NA,48.4,123
94973,ZCTA5 94973,56379,64.1,1228
94555,ZCTA5 94555,147358,37.4,38478
94571,ZCTA5 94571,68226,62.7,10605
94576,ZCTA5 94576,NA,67.8,105
94591,ZCTA5 94591,85311,40.8,55157
94595,ZCTA5 94595,76583,68.2,18117
94596,ZCTA5 94596,109167,39.2,21700
94598,ZCTA5 94598,154125,45.1,27831
94606,ZCTA5 94606,56129,36.6,38220
94610,ZCTA5 94610,100717,39.2,31936
94618,ZCTA5 94618,167606,42.4,17252
94703,ZCTA5 94703,83074,34.5,21697
94705,ZCTA5 94705,125104,43.2,13527
94937,ZCTA5 94937,87273,61.8,742
94940,ZCTA5 94940,107625,63.2,287
94965,ZCTA5 94965,105391,51.5,11394
94558,ZCTA5 94558,93052,42.2,68315
94564,ZCTA5 94564,100240,43.3,19260
94015,ZCTA5 94015,95541,39.8,65041
94027,ZCTA5 94027,250001,46.8,7415
94038,ZCTA5 94038,120438,42.5,3450
94041,ZCTA5 94041,139818,34.6,14572
92066,ZCTA5 92066,60938,37.9,693
92091,ZCTA5 92091,155789,60.9,1313
92103,ZCTA5 92103,78720,40.2,34700
92113,ZCTA5 92113,40310,26.8,58408
92116,ZCTA5 92116,74559,36.2,33408
92118,ZCTA5 92118,108967,42.2,22548
92060,ZCTA5 92060,81225,59.5,166
92075,ZCTA5 92075,106934,45.1,12752
92083,ZCTA5 92083,67693,31.9,39509
92084,ZCTA5 92084,73645,34.3,51619
92104,ZCTA5 92104,67668,33.9,45435
92325,ZCTA5 92325,64667,42.3,7948
92333,ZCTA5 92333,74779,67.4,392
92336,ZCTA5 92336,92569,32.9,98346
92365,ZCTA5 92365,53300,47.3,2733
92389,ZCTA5 92389,30577,67,168
92398,ZCTA5 92398,56757,32.8,2195
92606,ZCTA5 92606,102991,33.6,26171
92802,ZCTA5 92802,60170,33.7,42016
92501,ZCTA5 92501,61630,32.9,21590
92508,ZCTA5 92508,116976,34.2,38428
92518,ZCTA5 92518,70365,43.4,1021
92705,ZCTA5 92705,108786,39.2,47298
92883,ZCTA5 92883,111149,38,35933
92536,ZCTA5 92536,59960,43.6,3076
92557,ZCTA5 92557,73661,32.4,53406
92571,ZCTA5 92571,64583,28.6,57622
92582,ZCTA5 92582,70642,28.7,17219
92584,ZCTA5 92584,95242,33.2,54235
95130,ZCTA5 95130,127772,39,14660
95138,ZCTA5 95138,179724,40.4,20674
95210,ZCTA5 95210,47142,30.8,41509
95233,ZCTA5 95233,74653,44.5,548
95237,ZCTA5 95237,61042,33.8,3639
95255,ZCTA5 95255,35169,58.8,1289
91202,ZCTA5 91202,75703,43.8,23345
91207,ZCTA5 91207,85956,46.1,11031
91208,ZCTA5 91208,108374,43.8,15860
91214,ZCTA5 91214,104981,44,30787
91307,ZCTA5 91307,120474,44.7,26341
91311,ZCTA5 91311,91897,43.6,40839
91344,ZCTA5 91344,96162,42.7,53613
91730,ZCTA5 91730,72995,33.3,72407
91764,ZCTA5 91764,61501,31.6,56677
91775,ZCTA5 91775,86415,42.4,25004
91790,ZCTA5 91790,82128,37.5,45444
91977,ZCTA5 91977,66147,34.9,64750
91020,ZCTA5 91020,67742,41.5,8633
91030,ZCTA5 91030,104432,40.1,25637
91104,ZCTA5 91104,77919,40.5,37874
91205,ZCTA5 91205,44835,41.6,37638
91007,ZCTA5 91007,83964,44.3,34116
91042,ZCTA5 91042,64532,44,26966
91206,ZCTA5 91206,70141,41.8,34739
91301,ZCTA5 91301,124012,44.2,26334
91320,ZCTA5 91320,118986,42.3,44968
91321,ZCTA5 91321,73187,35.6,34014
91350,ZCTA5 91350,117707,37.8,36173
91351,ZCTA5 91351,81758,37,32711
91361,ZCTA5 91361,119303,50.3,20258
91601,ZCTA5 91601,53911,33.9,36841
91606,ZCTA5 91606,50155,36.8,44295
91732,ZCTA5 91732,51268,36,62905
91755,ZCTA5 91755,58411,45.7,26803
91801,ZCTA5 91801,60519,40.3,54768
91803,ZCTA5 91803,63264,42.3,29567
91786,ZCTA5 91786,61898,34.8,53697
91789,ZCTA5 91789,101841,44.3,44440
91791,ZCTA5 91791,84530,39.5,33397
91360,ZCTA5 91360,100246,43.7,43121
91040,ZCTA5 91040,86594,47.3,20049
91352,ZCTA5 91352,57145,35.7,47076
91101,ZCTA5 91101,70075,34.9,21395
95476,ZCTA5 95476,82036,50.2,36586
95485,ZCTA5 95485,43375,53.1,2650
95524,ZCTA5 95524,63214,54.5,1668
95492,ZCTA5 95492,107153,40.8,29271
95501,ZCTA5 95501,44952,39.4,23324
95257,ZCTA5 95257,54390,53.8,407
95306,ZCTA5 95306,46176,58.1,654
95307,ZCTA5 95307,58827,30.4,46283
95316,ZCTA5 95316,70907,37.7,7022
95335,ZCTA5 95335,NA,57.8,153
95336,ZCTA5 95336,64164,37.5,47855
95350,ZCTA5 95350,53604,36.6,54210
95430,ZCTA5 95430,NA,NA,7
95452,ZCTA5 95452,81118,64.4,919
95521,ZCTA5 95521,39276,28,21068
95528,ZCTA5 95528,61528,39.8,1437
95540,ZCTA5 95540,46219,40.1,14196
95552,ZCTA5 95552,24318,57.4,750
95560,ZCTA5 95560,81640,44.8,1615
95606,ZCTA5 95606,NA,60.1,249
95629,ZCTA5 95629,66176,56,940
95633,ZCTA5 95633,74884,40.1,4188
95637,ZCTA5 95637,52917,50.1,268
95662,ZCTA5 95662,80434,41.2,32172
95667,ZCTA5 95667,71705,51,36487
95678,ZCTA5 95678,73253,37,42053
95682,ZCTA5 95682,87347,46.6,30314
95823,ZCTA5 95823,47553,31.4,79440
95825,ZCTA5 95825,40515,32.1,37473
95826,ZCTA5 95826,64241,33.5,39145
95920,ZCTA5 95920,51750,41.6,315
95925,ZCTA5 95925,21453,27,276
95674,ZCTA5 95674,104500,45.6,767
95659,ZCTA5 95659,54931,38.4,932
95668,ZCTA5 95668,64063,40.6,664
95669,ZCTA5 95669,79464,44.6,2315
95717,ZCTA5 95717,52639,59.5,176
95720,ZCTA5 95720,NA,54.4,103
95828,ZCTA5 95828,53229,36.4,58717
95830,ZCTA5 95830,101786,54.6,734
95842,ZCTA5 95842,53458,32.9,33522
95901,ZCTA5 95901,54851,31.7,33455
95919,ZCTA5 95919,59365,54.7,971
95928,ZCTA5 95928,52913,31.5,37735
95943,ZCTA5 95943,58594,35,871
95957,ZCTA5 95957,63125,37.4,879
95973,ZCTA5 95973,69551,36.4,36682
95630,ZCTA5 95630,114405,40.7,78159
95639,ZCTA5 95639,59524,39,335
91766,ZCTA5 91766,59819,31.5,72348
91767,ZCTA5 91767,62153,33.8,50606
91770,ZCTA5 91770,59776,42,62703
91776,ZCTA5 91776,58658,41.8,38664
91911,ZCTA5 91911,61748,35.7,84026
91941,ZCTA5 91941,88225,40.6,31918
91963,ZCTA5 91963,NA,42.2,1182
91980,ZCTA5 91980,NA,NA,0
91367,ZCTA5 91367,96085,40.2,45970
93962,ZCTA5 93962,120385,47.8,414
93272,ZCTA5 93272,37532,24.5,4707
93308,ZCTA5 93308,43717,33.7,53981
93402,ZCTA5 93402,77708,47,16562
93429,ZCTA5 93429,47404,68.6,144
93430,ZCTA5 93430,64948,59.3,2847
92587,ZCTA5 92587,83943,38,17237
92590,ZCTA5 92590,68125,34,5154
92620,ZCTA5 92620,115826,39.6,52569
92630,ZCTA5 92630,97554,41.2,59403
92657,ZCTA5 92657,204291,48.7,9802
92660,ZCTA5 92660,123955,45.5,35446
93063,ZCTA5 93063,96400,41.7,56458
93205,ZCTA5 93205,22438,45.3,2030
93224,ZCTA5 93224,45000,40.4,471
93226,ZCTA5 93226,66719,66,121
93240,ZCTA5 93240,38951,49.4,6327
93251,ZCTA5 93251,48750,51.3,202
93265,ZCTA5 93265,52174,53.6,3379
93287,ZCTA5 93287,102500,31.2,72
93309,ZCTA5 93309,50839,31.8,58538
93311,ZCTA5 93311,98130,35,45481
93427,ZCTA5 93427,91293,45.5,6200
93446,ZCTA5 93446,67766,40.7,44636
93451,ZCTA5 93451,64882,35.7,4477
93254,ZCTA5 93254,47333,34.3,786
93285,ZCTA5 93285,29736,57.5,2477
93286,ZCTA5 93286,42882,29.4,9906
93312,ZCTA5 93312,97671,33.8,61628
93109,ZCTA5 93109,90341,45.5,10771
93111,ZCTA5 93111,109561,44.8,17329
93201,ZCTA5 93201,41000,28.8,1580
93221,ZCTA5 93221,49354,37.6,14129
93230,ZCTA5 93230,62239,33.5,67605
93401,ZCTA5 93401,72107,35.4,28854
93207,ZCTA5 93207,20667,62.3,256
93544,ZCTA5 93544,43913,57.5,1164
93727,ZCTA5 93727,57537,30.8,84449
93204,ZCTA5 93204,41114,29.1,12961
93238,ZCTA5 93238,NA,61.1,673
93266,ZCTA5 93266,50144,22.9,1337
93428,ZCTA5 93428,71774,60.9,5859
93434,ZCTA5 93434,50864,28.5,7451
93440,ZCTA5 93440,64583,44.5,1659
93535,ZCTA5 93535,46600,30.4,74264
93510,ZCTA5 93510,105714,48,7644
93513,ZCTA5 93513,54758,46,1621
93517,ZCTA5 93517,72067,60.2,641
93543,ZCTA5 93543,51719,35.1,14392
93555,ZCTA5 93555,68794,36.5,33833
93604,ZCTA5 93604,86595,62.3,541
93614,ZCTA5 93614,71047,51.9,11982
93625,ZCTA5 93625,54806,34,8059
93630,ZCTA5 93630,49360,28.1,20764
93631,ZCTA5 93631,68502,34.9,16282
93637,ZCTA5 93637,56462,31,41108
93641,ZCTA5 93641,NA,59,223
93643,ZCTA5 93643,58819,49.5,2783
93926,ZCTA5 93926,65566,30.5,9171
90242,ZCTA5 90242,71233,34.1,42694
90620,ZCTA5 90620,91512,38.1,46414
90623,ZCTA5 90623,107480,43.7,15662
90630,ZCTA5 90630,93183,41.8,49205
90713,ZCTA5 90713,102970,39.1,28202
90715,ZCTA5 90715,76105,36.7,20256
92078,ZCTA5 92078,85335,38.8,50510
92117,ZCTA5 92117,86243,37.6,56983
92123,ZCTA5 92123,81899,33.5,32473
92139,ZCTA5 92139,69541,35.1,36105
92173,ZCTA5 92173,46549,31.5,31000
92223,ZCTA5 92223,80148,35.8,55580
94933,ZCTA5 94933,91384,40.8,837
94941,ZCTA5 94941,152125,47.7,32009
94971,ZCTA5 94971,NA,62.3,226
94972,ZCTA5 94972,NA,NA,25
94924,ZCTA5 94924,68250,62.2,1127
94920,ZCTA5 94920,165807,51.1,12740
94949,ZCTA5 94949,93580,46.6,18695
94956,ZCTA5 94956,74926,56.4,1146
94002,ZCTA5 94002,155473,41,27155
94107,ZCTA5 94107,166985,35.3,31461
94109,ZCTA5 94109,94278,36.6,57302
94115,ZCTA5 94115,123037,37,34604
94124,ZCTA5 94124,63267,37.2,35747
94130,ZCTA5 94130,54375,25.5,3008
94133,ZCTA5 94133,69756,42.5,26796
94502,ZCTA5 94502,154437,42.5,14701
94507,ZCTA5 94507,237841,49.9,15105
94514,ZCTA5 94514,69934,37.3,1475
94523,ZCTA5 94523,117568,40.9,35005
94539,ZCTA5 94539,177836,42.5,54982
94544,ZCTA5 94544,82520,34.3,79747
94005,ZCTA5 94005,112016,46.6,4697
94019,ZCTA5 94019,136758,46.2,20512
94024,ZCTA5 94024,250001,46.6,23675
94030,ZCTA5 94030,128494,43.9,22625
94037,ZCTA5 94037,93167,58.9,2504
94103,ZCTA5 94103,75764,36.9,30703
94104,ZCTA5 94104,51500,49.9,429
94127,ZCTA5 94127,172713,44.9,21151
94128,ZCTA5 94128,NA,53.8,146
94129,ZCTA5 94129,196917,30,4136
94501,ZCTA5 94501,94991,40.3,63821
94525,ZCTA5 94525,79681,47.4,3290
94549,ZCTA5 94549,178056,45.7,29795
94560,ZCTA5 94560,116856,37.1,47171
94568,ZCTA5 94568,146103,36.7,55608
94619,ZCTA5 94619,94490,40.7,24112
94804,ZCTA5 94804,59089,34,40931
94925,ZCTA5 94925,149439,46.5,9838
92694,ZCTA5 92694,166015,33.4,29570
92704,ZCTA5 92704,69272,32.9,88321
92867,ZCTA5 92867,95591,34.3,44655
92880,ZCTA5 92880,107076,33.3,69656
92886,ZCTA5 92886,125359,43.4,50784
92562,ZCTA5 92562,92093,37.3,64286
92019,ZCTA5 92019,86741,39.8,43272
92805,ZCTA5 92805,66253,31,74478
92596,ZCTA5 92596,101903,34,32256
92780,ZCTA5 92780,75378,33.8,59499
92010,ZCTA5 92010,102004,41.3,16346
92011,ZCTA5 92011,116382,44.5,24144
92055,ZCTA5 92055,49441,21.4,11765
92058,ZCTA5 92058,52591,25.3,46029
92081,ZCTA5 92081,82989,35.9,29596
92132,ZCTA5 92132,NA,NA,0
92134,ZCTA5 92134,NA,22.5,285
92135,ZCTA5 92135,NA,21,635
92140,ZCTA5 92140,NA,19.8,3737
92145,ZCTA5 92145,202266,40.5,1883
92147,ZCTA5 92147,NA,21.7,518
92155,ZCTA5 92155,NA,21.8,456
92222,ZCTA5 92222,NA,NA,0
92322,ZCTA5 92322,NA,55.7,672
92344,ZCTA5 92344,83095,34.2,23349
92378,ZCTA5 92378,65208,50.5,234
92385,ZCTA5 92385,NA,61.4,216
92391,ZCTA5 92391,48233,44.1,1959
92395,ZCTA5 92395,50404,33.6,43908
92603,ZCTA5 92603,146505,40.4,19558
92617,ZCTA5 92617,36824,20.7,17197
92637,ZCTA5 92637,44020,75.6,16053
92678,ZCTA5 92678,109750,46.1,584
92394,ZCTA5 92394,53107,30.3,34915
92544,ZCTA5 92544,52744,35.9,49923
92067,ZCTA5 92067,174107,52.9,7724
92250,ZCTA5 92250,51250,34.3,8655
92364,ZCTA5 92364,NA,NA,6
92545,ZCTA5 92545,46904,43.3,41879
92626,ZCTA5 92626,88398,35.3,50605
93001,ZCTA5 93001,68356,38.2,32396
93013,ZCTA5 93013,81216,44.9,16652
93041,ZCTA5 93041,63387,32,24208
93101,ZCTA5 93101,60612,34.4,31371
93206,ZCTA5 93206,38542,24.4,1704
93004,ZCTA5 93004,90018,39.8,31525
93021,ZCTA5 93021,107363,38.8,38581
93022,ZCTA5 93022,84043,42.3,7179
93222,ZCTA5 93222,52990,58.9,1583
93234,ZCTA5 93234,26054,26.5,7355
93242,ZCTA5 93242,43500,30.3,3474
93247,ZCTA5 93247,34329,31.5,18234
93249,ZCTA5 93249,33875,24,1875
91006,ZCTA5 91006,103224,44.3,32958
91011,ZCTA5 91011,175652,45.1,20301
91201,ZCTA5 91201,60101,42.4,23281
91302,ZCTA5 91302,133996,44.1,26712
91901,ZCTA5 91901,88395,40.2,18162
91902,ZCTA5 91902,102617,41.7,18896
92230,ZCTA5 92230,49286,37.9,2705
92240,ZCTA5 92240,37060,37.4,35278
92254,ZCTA5 92254,24194,32,9779
92280,ZCTA5 92280,NA,NA,0
92313,ZCTA5 92313,71971,37.4,12547
92316,ZCTA5 92316,57772,32.3,28704
92324,ZCTA5 92324,54435,31.6,59972
92354,ZCTA5 92354,57855,38.2,22050
92377,ZCTA5 92377,86784,33.8,20476
92507,ZCTA5 92507,51288,26.4,59152
92548,ZCTA5 92548,50464,35.2,7859
92551,ZCTA5 92551,66370,30.3,34011
92553,ZCTA5 92553,51516,28.8,76102
92567,ZCTA5 92567,68516,31.2,10648
92570,ZCTA5 92570,60789,30.9,60686
92604,ZCTA5 92604,106821,39.8,28990
92646,ZCTA5 92646,98882,46.5,55870
92662,ZCTA5 92662,117969,61,2519
92677,ZCTA5 92677,108252,45.1,66314
92804,ZCTA5 92804,65786,34.6,89915
92821,ZCTA5 92821,91531,39.8,37712
92860,ZCTA5 92860,102345,41,26849
92866,ZCTA5 92866,74331,34.4,15574
92879,ZCTA5 92879,69801,34.4,47872
92337,ZCTA5 92337,83081,30.2,39240
92342,ZCTA5 92342,69882,46,6737
92345,ZCTA5 92345,51118,32,82110
92346,ZCTA5 92346,66560,34,63857
92347,ZCTA5 92347,38438,51.1,702
92359,ZCTA5 92359,65352,36.9,9170
92376,ZCTA5 92376,56013,30,86085
92399,ZCTA5 92399,69745,36.8,54268
92405,ZCTA5 92405,42022,29.6,30112
92410,ZCTA5 92410,35358,28,45052
92503,ZCTA5 92503,71542,33.6,95551
92532,ZCTA5 92532,87636,32,25923
92555,ZCTA5 92555,87338,32.5,44452
92869,ZCTA5 92869,111835,39.9,36846
92124,ZCTA5 92124,93147,32.1,32600
92225,ZCTA5 92225,44647,36.2,22460
92231,ZCTA5 92231,43504,32,40064
92234,ZCTA5 92234,46521,39.4,54357
92253,ZCTA5 92253,79027,47.8,40929
92259,ZCTA5 92259,NA,58.7,121
92262,ZCTA5 92262,52092,51.9,28618
92273,ZCTA5 92273,29595,26.8,2010
92275,ZCTA5 92275,30660,41.6,2632
92284,ZCTA5 92284,42360,43.1,26182
92285,ZCTA5 92285,31810,58.4,2430
92332,ZCTA5 92332,NA,61,97
92026,ZCTA5 92026,75868,36.5,50321
95595,ZCTA5 95595,42375,62.2,139
95621,ZCTA5 95621,63214,39.7,41740
92309,ZCTA5 92309,36528,29.5,572
92311,ZCTA5 92311,43395,31.2,33454
92339,ZCTA5 92339,73438,40.9,1077
92341,ZCTA5 92341,NA,57.8,222
92358,ZCTA5 92358,32500,54.9,722
92404,ZCTA5 92404,46770,29.4,62915
92407,ZCTA5 92407,68281,29,68545
92561,ZCTA5 92561,81667,58.1,1462
92651,ZCTA5 92651,132222,52.2,24800
92653,ZCTA5 92653,101735,42.6,30012
92656,ZCTA5 92656,111690,38,52268
92692,ZCTA5 92692,117828,47.3,46800
92703,ZCTA5 92703,61584,32,69112
92782,ZCTA5 92782,118438,37.8,23084
92801,ZCTA5 92801,63046,32.2,66594
92807,ZCTA5 92807,113323,44.9,35687
92831,ZCTA5 92831,70725,29.1,37359
92832,ZCTA5 92832,65455,33.6,25837
92833,ZCTA5 92833,82465,37.6,52435
92845,ZCTA5 92845,106269,42.2,16273
92612,ZCTA5 92612,83942,30,33234
92614,ZCTA5 92614,104021,35,27187
92627,ZCTA5 92627,79790,35.2,63161
92647,ZCTA5 92647,87237,36.5,62199
92648,ZCTA5 92648,95857,43.2,46228
92655,ZCTA5 92655,40529,38.7,8382
92663,ZCTA5 92663,106526,42.4,21951
92676,ZCTA5 92676,104779,52.4,2068
92707,ZCTA5 92707,77505,31.8,60831
92841,ZCTA5 92841,62339,39.1,33754
92844,ZCTA5 92844,58463,40.7,23189
92861,ZCTA5 92861,169125,52.6,5822
92865,ZCTA5 92865,104103,35.8,20664
92868,ZCTA5 92868,64949,31.9,27072
92009,ZCTA5 92009,138078,42.8,46612
92014,ZCTA5 92014,155531,49.2,13568
92029,ZCTA5 92029,95273,45.1,19382
